0.23,-0.558,0.818,1
0.45977,-1.115442,1.635182,1
0.6893103,-1.672327,2.451547,1
0.9186209,-2.228654,3.267095,1
1.147702,-2.784426,4.081828,1
1.376555,-3.339641,4.895746,1
1.605178,-3.894302,5.70885,1
1.833573,-4.448407,6.521142,1
2.061739,-5.001959,7.332621,1
2.289678,-5.554957,8.143288,1
2.517388,-6.107402,8.953144,1
2.74487,-6.659295,9.762191,1
2.972126,-7.210635,10.57043,1
3.199153,-7.761425,11.37786,1
3.425954,-8.311663,12.18448,1
3.652528,-8.861351,12.9903,1
3.878876,-9.41049,13.79531,1
4.104997,-9.95908,14.59951,1
4.330892,-10.50712,15.40291,1
4.556561,-11.05461,16.20551,1
4.782004,-11.60156,17.0073,1
5.007222,-12.14796,17.8083,1
5.232214,-12.69381,18.60849,1
5.456982,-13.23912,19.40788,1
5.681525,-13.78388,20.20647,1
5.905844,-14.32809,21.00426,1
6.129938,-14.87176,21.80126,1
6.353808,-15.41489,22.59746,1
6.577455,-15.95748,23.39286,1
6.800877,-16.49952,24.18747,1
7.024076,-17.04102,24.98128,1
7.247052,-17.58198,25.7743,1
7.469805,-18.1224,26.56652,1
7.692336,-18.66227,27.35796,1
7.914643,-19.20161,28.1486,1
8.136728,-19.74041,28.93845,1
8.358591,-20.27867,29.72751,1
8.580233,-20.81639,30.51579,1
8.801652,-21.35357,31.30327,1
9.02285,-21.89022,32.08997,1
9.243827,-22.42633,32.87588,1
9.464583,-22.9619,33.661,1
9.685119,-23.49694,34.44534,1
9.905434,-24.03145,35.2289,1
10.12553,-24.56541,36.01167,1
10.3454,-25.09885,36.79366,1
10.56506,-25.63175,37.57487,1
10.78449,-26.16412,38.35529,1
11.00371,-26.69595,39.13494,1
11.2227,-27.22726,39.9138,1
11.44148,-27.75803,40.69189,1
11.66004,-28.28827,41.4692,1
11.87838,-28.81799,42.24573,1
12.0965,-29.34717,43.02148,1
12.3144,-29.87582,43.79646,1
12.53209,-30.40394,44.57067,1
12.74956,-30.93154,45.3441,1
12.96681,-31.45861,46.11675,1
13.18384,-31.98515,46.88864,1
13.40066,-32.51117,47.65975,1
13.61726,-33.03666,48.43009,1
13.83364,-33.56162,49.19966,1
14.04981,-34.08606,49.96846,1
14.26576,-34.60997,50.73649,1
14.48149,-35.13336,51.50375,1
14.69701,-35.65623,52.27025,1
14.91231,-36.17857,53.03598,1
15.1274,-36.70039,53.80094,1
15.34227,-37.22169,54.56514,1
15.55693,-37.74247,55.32858,1
15.77138,-38.26273,56.09125,1
15.9856,-38.78246,56.85316,1
16.19962,-39.30168,57.6143,1
16.41342,-39.82038,58.37469,1
16.62701,-40.33856,59.13432,1
16.84038,-40.85622,59.89318,1
17.05354,-41.37337,60.65129,1
17.26649,-41.89,61.40863,1
17.47922,-42.40611,62.16523,1
17.69174,-42.9217,62.92106,1
17.90405,-43.43678,63.67614,1
18.11614,-43.95134,64.43047,1
18.32803,-44.46539,65.18404,1
18.5397,-44.97893,65.93685,1
18.75116,-45.49195,66.68891,1
18.96241,-46.00446,67.44022,1
19.17344,-46.51645,68.19078,1
19.38427,-47.02794,68.94059,1
19.59489,-47.53891,69.68965,1
19.80529,-48.04937,70.43797,1
20.01549,-48.55932,71.18552,1
20.22547,-49.06876,71.93233,1
20.43525,-49.57769,72.67841,1
20.64481,-50.08611,73.42373,1
20.85416,-50.59403,74.1683,1
21.06331,-51.10143,74.91214,1
21.27225,-51.60833,75.65523,1
21.48097,-52.11472,76.39758,1
21.68949,-52.62061,77.13918,1
21.8978,-53.12599,77.88004,1
22.10591,-53.63086,78.62016,1
22.3138,-54.13523,79.35954,1
22.52148,-54.6391,80.09818,1
22.72896,-55.14246,80.83607,1
22.93623,-55.64531,81.57324,1
23.1433,-56.14767,82.30967,1
23.35015,-56.64952,83.04536,1
23.5568,-57.15087,83.78031,1
23.76325,-57.65172,84.51453,1
23.96948,-58.15207,85.24802,1
24.17551,-58.65192,85.98077,1
24.38134,-59.15126,86.71278,1
24.58695,-59.65011,87.44407,1
24.79237,-60.14846,88.17462,1
24.99758,-60.64631,88.90445,1
25.20258,-61.14367,89.63354,1
25.40738,-61.64052,90.36191,1
25.61197,-62.13688,91.08955,1
25.81635,-62.63275,91.81646,1
26.02054,-63.12812,92.54264,1
26.22452,-63.62299,93.2681,1
26.42829,-64.11736,93.99283,1
26.63186,-64.61124,94.71684,1
26.83523,-65.10463,95.44012,1
27.0384,-65.59753,96.16267,1
27.24136,-66.08993,96.88451,1
27.44412,-66.58184,97.60563,1
27.64667,-67.07326,98.32603,1
27.84903,-67.56419,99.0457,1
28.05118,-68.05462,99.76466,1
28.25312,-68.54456,100.4829,1
28.45487,-69.03402,101.2004,1
28.65642,-69.52299,101.9172,1
28.85776,-70.01147,102.6333,1
29.0589,-70.49946,103.3487,1
29.24984,-71.00596,104.0493,1
29.43659,-71.50795,104.7463,1
29.62316,-72.00744,105.4465,1
29.80753,-72.50643,106.1461,1
29.99073,-73.00392,106.8479,1
30.17074,-73.49992,107.5491,1
30.34957,-73.99541,108.2485,1
30.52722,-74.49142,108.9463,1
30.70469,-74.98392,109.6433,1
30.87698,-75.47394,110.3417,1
31.04911,-75.96446,111.0373,1
31.22206,-76.4545,111.7303,1
31.39584,-76.93804,112.4246,1
31.56944,-77.41711,113.1161,1
31.74387,-77.89869,113.804,1
31.92113,-78.38179,114.4912,1
32.09621,-78.86441,115.1807,1
32.27311,-79.34755,115.8675,1
32.45084,-79.8282,116.5527,1
32.62939,-80.30937,117.2391,1
32.80876,-80.79106,117.9279,1
32.98795,-81.27127,118.617,1
33.16896,-81.753,119.3053,1
33.35279,-82.23924,119.996,1
33.53744,-82.72,120.686,1
33.7219,-83.19728,121.3764,1
33.90818,-83.67609,122.071,1
34.09227,-84.15641,122.7699,1
34.27218,-84.63625,123.4681,1
34.45391,-85.11462,124.1657,1
34.63846,-85.5925,124.8645,1
34.81882,-86.07391,125.5666,1
34.994,-86.55983,126.2691,1
35.16801,-87.04427,126.9688,1
35.34484,-87.52523,127.6678,1
35.5215,-88.00371,128.3682,1
35.69897,-88.47771,129.0678,1
35.87527,-88.95023,129.7647,1
36.0544,-89.42027,130.458,1
36.23434,-89.89485,131.1525,1
36.41311,-90.37196,131.8464,1
36.59169,-90.84658,132.5365,1
36.7701,-91.31573,133.224,1
36.94433,-91.78542,133.9088,1
37.11639,-92.25763,134.5888,1
37.29127,-92.72837,135.2672,1
37.46498,-93.19664,135.943,1
37.64152,-93.66145,136.616,1
37.81988,-94.12579,137.2864,1
37.99806,-94.59366,137.9561,1
38.17306,-95.06007,138.6252,1
38.34789,-95.522,139.2915,1
38.52154,-95.98348,139.9572,1
38.69602,-96.4425,140.6223,1
38.87132,-96.90005,141.2877,1
39.04745,-97.35516,141.9534,1
39.2224,-97.8118,142.6154,1
39.40018,-98.26299,143.2768,1
39.57878,-98.71472,143.9365,1
39.7582,-99.17001,144.5936,1
39.93844,-99.62383,145.246,1
40.1185,-100.0782,145.8978,1
40.29939,-100.5331,146.5529,1
40.48109,-100.9836,147.2123,1
40.66561,-101.4386,147.8741,1
40.84894,-101.8902,148.5352,1
41.03509,-102.3493,149.1997,1
41.22005,-102.8059,149.8655,1
41.40483,-103.2591,150.5326,1
41.58843,-103.7119,151.1991,1
41.77584,-104.1682,151.8649,1
41.96806,-104.623,152.527,1
42.1591,-105.0744,153.1875,1
42.34694,-105.5273,153.8473,1
42.54159,-105.9818,154.5055,1
42.73705,-106.4338,155.163,1
42.93231,-106.8814,155.8208,1
43.12638,-107.3355,156.478,1
43.31825,-107.7911,157.1365,1
43.51093,-108.2434,157.7944,1
43.70342,-108.6971,158.4516,1
43.89372,-109.1544,159.1061,1
44.08083,-109.6113,159.757,1
44.26675,-110.0677,160.4113,1
44.45348,-110.5186,161.0669,1
44.64003,-110.9691,161.7208,1
44.82138,-111.4201,162.3751,1
45.00056,-111.8717,163.0277,1
45.18156,-112.3248,163.6777,1
45.35938,-112.7775,164.326,1
45.53902,-113.2257,164.9757,1
45.71949,-113.6715,165.6237,1
45.89677,-114.1158,166.2701,1
46.07187,-114.5617,166.9138,1
46.2468,-115.0051,167.5559,1
46.41955,-115.4511,168.1963,1
46.59113,-115.8987,168.8351,1
46.76254,-116.3468,169.4743,1
46.93378,-116.7924,170.1128,1
47.10084,-117.2376,170.7497,1
47.26774,-117.6844,171.3869,1
47.43447,-118.1307,172.0236,1
47.59904,-118.5746,172.6605,1
47.76344,-119.016,173.2979,1
47.92568,-119.46,173.9356,1
48.08675,-119.9075,174.5736,1
48.24567,-120.3546,175.2061,1
48.40042,-120.8013,175.8369,1
48.55302,-121.2475,176.469,1
48.70747,-121.6922,177.0995,1
48.86076,-122.1385,177.7314,1
49.0139,-122.5844,178.3637,1
49.16689,-123.0268,178.9933,1
49.32172,-123.4728,179.6234,1
49.4754,-123.9173,180.2507,1
49.62893,-124.3594,180.8795,1
49.78329,-124.803,181.5106,1
49.93751,-125.2472,182.1401,1
50.08957,-125.691,182.769,1
50.24249,-126.1333,183.3992,1
50.40024,-126.5722,184.0338,1
50.55284,-127.0106,184.6637,1
50.70429,-127.4516,185.2921,1
50.85658,-127.8931,185.9218,1
51.00673,-128.3372,186.5539,1
51.15772,-128.7809,187.1853,1
51.30956,-129.2251,187.8171,1
51.46325,-129.6679,188.4483,1
51.61479,-130.1102,189.0799,1
51.76317,-130.5521,189.7118,1
51.91941,-130.9906,190.3401,1
