159,671,641,1750,-1960,2030,00:00:38.466,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.467,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.467,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.467,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.467,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.468,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.468,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.468,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.472,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.472,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.473,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.473,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.473,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.473,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.474,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.474,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.474,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.475,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.476,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.476,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.477,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.477,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.477,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.477,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.478,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.478,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.478,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.479,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.480,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.480,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.480,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.480,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.481,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.481,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.481,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.482,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.482,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.483,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.483,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.484,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.484,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.484,01/01/2000
159,671,641,1750,-1960,2030,00:00:38.484,01/01/2000
183,648,658,770,-2030,2590,00:00:38.485,01/01/2000
183,648,658,350,-1820,3220,00:00:38.487,01/01/2000
183,645,656,0,-1750,3710,00:00:38.489,01/01/2000
183,645,656,-140,-1540,4130,00:00:38.492,01/01/2000
178,648,651,280,-2240,4690,00:00:38.496,01/01/2000
178,648,651,1120,-2870,4830,00:00:38.499,01/01/2000
170,650,643,1960,-2940,4970,00:00:38.501,01/01/2000
162,654,640,2940,-3080,5110,00:00:38.504,01/01/2000
162,654,640,3640,-3430,5180,00:00:38.506,01/01/2000
154,659,646,4480,-3570,5040,00:00:38.508,01/01/2000
154,659,646,5250,-3710,5040,00:00:38.511,01/01/2000
142,662,658,5670,-3710,4830,00:00:38.513,01/01/2000
142,662,658,5950,-3710,4550,00:00:38.515,01/01/2000
131,664,674,5950,-3920,4200,00:00:38.521,01/01/2000
124,664,687,4200,-4060,2800,00:00:38.525,01/01/2000
120,662,692,3220,-3710,2170,00:00:38.527,01/01/2000
120,662,692,2590,-3640,1540,00:00:38.529,01/01/2000
124,661,691,2100,-3710,910,00:00:38.532,01/01/2000
124,661,691,1820,-3780,560,00:00:38.534,01/01/2000
124,661,687,1750,-3920,140,00:00:38.536,01/01/2000
124,661,687,1750,-3920,140,00:00:38.539,01/01/2000
134,661,687,1960,-4270,0,00:00:38.541,01/01/2000
134,661,687,2520,-4620,0,00:00:38.543,01/01/2000
146,662,683,3080,-5180,140,00:00:38.550,01/01/2000
157,662,684,4550,-6230,770,00:00:38.553,01/01/2000
161,661,690,4760,-6440,840,00:00:38.555,01/01/2000
161,661,690,4410,-6720,1050,00:00:38.558,01/01/2000
161,660,698,3920,-6790,1260,00:00:38.560,01/01/2000
161,660,698,3290,-6720,1400,00:00:38.562,01/01/2000
162,658,703,2520,-6300,1540,00:00:38.565,01/01/2000
162,658,703,1750,-5600,1750,00:00:38.567,01/01/2000
165,655,700,1050,-4900,1960,00:00:38.569,01/01/2000
165,655,700,490,-4130,2380,00:00:38.572,01/01/2000
170,656,693,70,-3570,2800,00:00:38.578,01/01/2000
170,656,693,-420,-2660,3920,00:00:38.578,01/01/2000
174,660,687,-420,-2520,4410,00:00:38.581,01/01/2000
175,665,684,350,-3220,4970,00:00:38.583,01/01/2000
175,665,684,770,-3290,5390,00:00:38.586,01/01/2000
173,671,683,1330,-3640,5740,00:00:38.588,01/01/2000
173,671,683,1750,-4060,6020,00:00:38.590,01/01/2000
169,674,684,2170,-4410,6300,00:00:38.593,01/01/2000
169,674,684,2170,-4410,6510,00:00:38.595,01/01/2000
164,678,685,2170,-4130,6580,00:00:38.598,01/01/2000
164,678,685,1750,-3500,6580,00:00:38.602,01/01/2000
156,681,685,1540,-3290,6510,00:00:38.605,01/01/2000
144,683,687,1470,-3290,6160,00:00:38.607,01/01/2000
144,683,687,1190,-3360,5810,00:00:38.609,01/01/2000
133,686,690,1050,-3570,5460,00:00:38.612,01/01/2000
133,686,690,840,-3570,4900,00:00:38.614,01/01/2000
125,687,691,630,-3640,4340,00:00:38.616,01/01/2000
125,687,691,770,-3990,3850,00:00:38.619,01/01/2000
122,686,691,840,-4060,3430,00:00:38.621,01/01/2000
122,686,691,910,-4200,3150,00:00:38.627,01/01/2000
127,679,691,1050,-4900,2800,00:00:38.627,01/01/2000
127,679,691,910,-4970,2870,00:00:38.630,01/01/2000
127,679,691,350,-4620,2940,00:00:38.633,01/01/2000
129,674,689,-70,-4340,3010,00:00:38.635,01/01/2000
129,674,689,-630,-3710,3010,00:00:38.637,01/01/2000
131,669,687,-1470,-3080,3080,00:00:38.640,01/01/2000
131,669,687,-2240,-2450,3010,00:00:38.642,01/01/2000
131,665,686,-3080,-1750,2800,00:00:38.645,01/01/2000
131,665,686,-3710,-1330,2520,00:00:38.647,01/01/2000
131,666,685,-3990,-1190,2310,00:00:38.653,01/01/2000
131,667,680,-3430,-2450,2030,00:00:38.656,01/01/2000
134,666,673,-3080,-2310,1960,00:00:38.659,01/01/2000
134,666,673,-2590,-2660,1960,00:00:38.661,01/01/2000
139,663,667,-2030,-3010,2100,00:00:38.663,01/01/2000
139,663,667,-1610,-3150,2240,00:00:38.666,01/01/2000
145,660,662,-1260,-3080,2310,00:00:38.668,01/01/2000
