-176,-10,1001,1960,910,2030
-176,-18,992,3290,70,2870
-179,-25,979,3640,-560,3080
-187,-35,968,3570,-560,3080
-187,-35,968,3570,-560,3080
-195,-41,955,2590,-70,2800
-198,-48,948,840,910,2240
-205,-53,938,-210,2240,1470
-205,-53,938,-1050,4060,1120
-208,-52,938,-1050,4060,1120
-215,-61,937,-2730,6230,1260
-213,-64,952,-3360,8260,280
-209,-52,962,-5110,9590,-1540
-197,-39,986,-5110,9590,-2590
-197,-39,986,-6440,10500,-2590
-194,-26,1001,-6650,10150,-3220
-193,-15,1012,-6370,9030,-3710
-206,0,1007,-4130,7560,-3570
-206,1,1017,-1960,6020,-2310
-210,1,1017,-1960,6020,-2310
-218,-11,1017,140,2870,-1960
-209,-1,998,4200,350,-2310
-207,-5,990,2590,2030,-1330
-207,-5,990,1050,4900,140
-209,-14,1009,1050,4900,140
-213,-12,1006,630,3780,420
-220,-13,988,280,2660,1400
-215,-24,983,-840,2730,2310
-219,-31,980,-840,2730,1960
-219,-31,980,-490,3010,1960
-215,-23,968,-560,2800,1820
-218,-35,964,-2380,3360,2660
-220,-52,972,-2030,4200,2730
-220,-52,994,70,1890,280
-224,-71,994,70,1890,280
-227,-51,963,4480,-2240,-3290
-216,-38,962,4270,-350,-3920
-209,-35,983,420,3290,-3360
-209,-35,983,420,4900,-2730
-203,-29,1004,-1260,4900,-2730
-201,-30,1023,-490,4060,-2030
-201,-28,1018,1400,1680,-1960
-204,-18,1011,2730,700,-1610
-210,-30,1019,2730,700,-1610
-210,-30,1019,1750,980,-210
-213,-36,1017,2730,-840,-490
-211,-28,1009,4060,-2310,-1120
-213,-18,997,3430,-3500,-1050
-213,-18,975,3430,-3500,-1050
-221,-17,975,3570,-4060,-140
-229,-21,953,3290,-3570,560
-233,-27,951,2730,-1750,1050
-229,-32,953,1960,-210,980
-229,-32,953,1960,-210,560
-225,-29,957,560,1400,560
-221,-31,969,-1190,2660,70
-214,-28,978,-1820,3290,-630
-212,-26,991,-1610,3360,-980
-206,-27,1000,-1610,3360,-980
-206,-27,1000,-210,2730,-630
-207,-35,1003,0,1890,-140
-210,-39,1001,1610,840,350
-210,-37,998,2590,-140,560
-210,-37,998,2100,-770,420
-213,-39,997,2100,-770,420
-215,-35,989,2800,-1610,-210
-214,-28,989,2800,-1750,-420
-218,-25,982,2450,-2100,-350
-218,-25,982,2450,-2100,-350
-220,-19,974,1890,-1890,-280
-219,-21,976,1120,-1050,140
-225,-24,969,1190,-770,350
-224,-20,972,1750,140,700
-224,-20,972,1750,140,700
-223,-28,973,490,770,1050
-218,-29,987,700,1260,1050
-214,-31,986,-210,770,910
-214,-36,987,280,490,770
-214,-36,987,280,490,770
-210,-31,984,980,350,350
-205,-32,986,840,420,700
-204,-39,993,1190,420,770
-207,-35,985,1890,-420,70
-207,-35,985,1890,-420,70
-211,-31,981,2730,-490,70
-206,-32,979,1820,-700,420
-208,-31,982,1190,-770,840
-211,-26,973,980,-1330,1190
-211,-26,967,980,-1330,1190
-222,-28,967,140,-840,1540
-230,-36,963,-280,210,1330
-226,-35,972,700,1680,700
-221,-31,983,-140,2660,140
-221,-31,983,-140,2660,140
-213,-28,993,-140,2590,-210
-211,-25,999,560,2170,-490
-207,-22,1003,770,1260,-420
-209,-20,1001,770,1260,280
-209,-20,1001,700,140,280
-212,-23,994,1190,-840,1330
-216,-27,982,1260,-1400,1960
-222,-31,971,910,-1190,2100
-226,-31,968,1120,-490,1890
-226,-31,968,1120,-490,1890
-225,-32,966,980,560,1540
-220,-32,976,910,1540,1120
-219,-27,974,70,1820,560
-214,-27,986,0,2310,910
-214,-27,986,0,2310,910
-211,-29,993,-350,1890,1050
-212,-35,996,0,1330,1540
-208,-40,996,-210,490,1610
-213,-42,997,-210,-350,1260
-213,-42,997,-420,-350,1260
-222,-35,979,140,-1330,1050
-221,-40,972,0,-1050,1120
-218,-37,976,1190,0,700
-208,-35,979,630,210,420
-208,-35,979,630,210,420
-213,-38,981,980,560,630
-209,-35,980,1190,280,0
-210,-28,985,910,630,140
-210,-28,985,420,210,630
-212,-35,987,420,210,630
-216,-33,986,700,-140,280
-215,-32,986,70,-350,280
-217,-35,983,210,-630,560
-216,-33,982,210,-630,700
-216,-33,982,1400,-560,700
-221,-32,978,980,-350,980
-216,-27,977,1260,140,1610
-221,-31,971,1260,770,2030
-221,-39,977,1680,1470,1960
-224,-39,977,1680,1470,1960
-223,-38,977,840,1470,1190
-218,-37,982,-350,1820,840
-217,-34,986,-840,1750,420
-217,-34,986,-1540,1400,-140
-216,-29,982,-1540,1400,-140
-215,-23,985,-980,1540,-350
-212,-26,997,-140,1610,70
-217,-26,991,980,840,70
-214,-26,995,980,840,70
-214,-26,995,2030,770,280
-215,-31,996,2520,140,350
-210,-31,1000,2590,-420,490
-210,-35,996,1610,-1540,420
-213,-36,986,1610,-1540,420
-213,-36,986,2240,-2240,350
-219,-28,977,2660,-2590,560
-227,-26,958,2240,-2380,1050
-229,-31,960,2100,-560,1750
-229,-31,960,420,560,1610
-227,-39,965,420,560,1610
-224,-39,969,-910,1470,770
-225,-40,976,-700,1960,140
-220,-34,979,-910,2030,-420
-210,-30,988,-910,2030,-420
-210,-30,988,-1680,2450,-210
-207,-36,1004,-490,2310,420
-209,-37,997,-140,770,350
-215,-36,993,1120,280,280
-215,-34,990,1120,280,280
-213,-34,990,2240,-70,350
-213,-36,991,1470,-350,700
-208,-38,987,840,-1050,490
-213,-31,984,770,-1260,-140
-213,-31,984,-630,-1820,420
-216,-33,980,-630,-1820,420
-230,-41,964,-490,-1820,420
-232,-30,959,1190,-700,0
-228,-27,962,-70,1050,140
-228,-27,962,-70,1050,140
-224,-36,972,210,2240,280
-217,-30,980,1540,2660,-140
-210,-28,990,560,2730,140
-206,-35,1000,350,2170,910
-221,-41,983,140,-70,280
-220,-37,983,420,-70,280
-218,-34,979,420,-70,-210
-214,-31,981,1120,0,-70
-214,-32,978,1470,-140,280
-214,-31,978,1470,-140,280
-218,-31,978,1610,70,840
-217,-39,981,1050,70,1470
-220,-42,984,-140,140,1330
-223,-41,979,70,0,910
-223,-41,979,70,0,910
-223,-38,973,350,420,420
-221,-36,984,140,1190,140
-217,-38,985,70,980,0
-217,-34,986,1050,840,-210
-217,-34,986,1050,840,70
-215,-34,991,1400,700,70
-209,-37,993,560,-70,350
-213,-36,985,-70,-700,350
-221,-42,983,420,-770,350
-221,-42,983,420,-770,350
-226,-38,975,1680,-770,140
-223,-38,976,700,-210,70
-221,-37,983,1050,420,210
-214,-27,984,490,210,0
-214,-27,984,490,210,0
-218,-25,985,0,210,70
-214,-20,984,1960,140,420
-214,-17,982,1330,140,1120
-211,-31,987,210,210,2240
-211,-31,987,210,210,2240
-212,-40,990,560,0,2380
-216,-43,986,140,-700,2030
-229,-45,977,0,-1050,1820
-230,-45,969,0,-1050,1890
-230,-45,969,560,-490,1890
-230,-47,967,700,630,1890
-222,-49,973,1260,1470,1470
-214,-50,981,1540,1890,770
-205,-48,986,1540,1610,210
-205,-48,986,1540,1610,210
-207,-47,983,1330,1190,0
-212,-49,985,1330,770,-70
-215,-44,975,1260,280,70
-219,-48,980,0,910,420
-219,-48,980,0,910,420
-218,-34,976,-210,770,0
-221,-25,978,-1890,1120,-210
-225,-19,984,-1540,1190,0
-213,7,1006,-1540,910,140
-128,21,1612,-39270,-166670,89250
-158,-73,1547,-39270,-166670,89250
-208,-103,1549,-37030,-163940,88340
-211,-202,1489,-20440,-167510,85820
-193,-291,1452,-6720,-171080,74410
-173,-226,1344,-6720,-171080,58310
-173,-226,1344,12530,-175700,58310
-107,-209,1254,24710,-170660,54740
-40,-243,1237,29540,-162750,52500
36,-264,1168,35980,-154000,53340
36,-355,1185,35980,-154000,53340
107,-355,1185,41370,-142520,49350
163,-255,1105,45990,-149870,35770
165,-288,975,58940,-158060,40530
226,-233,743,60970,-172690,40250
226,-233,743,64610,-168980,41440
95,-268,476,64610,-168980,41440
95,-115,593,49840,-154560,39410
75,-413,-7,18830,-201670,36960
-17,-124,-120,79100,-169960,910
-128,170,-515,79100,-169960,910
-128,170,-515,48300,-147980,-18830
38,153,-652,-2100,-107170,-140
-82,226,-587,-490,-31640,8890
9,228,-492,-11900,-6580,15190
9,214,-617,-11900,-6580,15190
26,214,-617,-4550,12530,18970
63,179,-462,5180,54740,22120
124,99,-343,7280,77210,24430
158,34,-233,13440,92470,22120
158,34,-233,13440,103250,17220
168,2,-75,18200,103250,17220
177,-68,64,15750,101640,14490
192,-138,140,9870,97930,11970
200,-209,220,2240,102410,9380
211,-250,288,2240,102410,9380
211,-250,288,-10640,109970,3010
202,-199,405,-19110,116830,-4900
193,-135,439,-36750,114240,-6090
146,-111,464,-54740,112000,-2450
146,-111,464,-54740,112000,-2450
110,-80,528,-67620,110460,1540
45,-36,640,-83090,108290,8330
33,-86,662,-80010,95900,20860
0,-131,625,-71190,90930,21490
0,-131,625,-71190,90930,16870
-119,-174,627,-67340,102270,16870
-266,-222,617,-53480,120960,12950
-443,-262,661,-35910,145670,5040
-576,-289,709,-16100,176260,-10220
-576,-289,709,-16100,176260,-10220
-600,-320,872,15680,199150,-39620
-536,-140,1292,60760,245910,-75810
-297,-114,1765,107310,265090,-105770
-27,17,1987,103740,259420,-132930
-27,17,1987,103740,259420,-132930
255,35,1998,147000,218610,-149240
540,308,1998,172480,156030,-161630
656,609,1998,152250,121240,-141750
488,582,1998,121800,102130,-80640
488,582,1998,121800,102130,-80640
445,391,1998,66500,81480,-13020
273,99,1998,-29050,68460,42840
-36,-45,1983,-60970,38500,60830
-306,-90,1602,-36330,210,52990
-306,-90,1602,-36330,210,52990
-330,-5,1569,-60200,-1820,37520
-279,15,1572,-124110,-4900,17080
-248,266,1679,-111300,-13020,-560
-277,269,1688,-64540,-25340,3500
-277,269,1688,-64540,-25340,3500
-257,172,1761,-28770,-34860,7490
-219,200,1968,-45710,-48020,1890
-171,170,1998,-6510,-81410,10010
-109,64,1998,-6510,-81410,15680
-109,64,1998,9590,-111370,15680
-128,97,1998,27510,-138180,21700
-135,56,1979,21350,-145530,33810
-134,59,1971,-1470,-141750,43120
-102,16,1925,-18480,-152670,51170
-102,16,1925,-18480,-152670,51170
-101,66,1764,-31850,-165410,59150
-139,-27,1698,-33180,-173670,66220
-159,-59,1469,-4900,-187460,62860
-159,-59,1300,14420,-189700,55860
-148,-67,1300,14420,-189700,55860
-89,-56,1095,27510,-184030,50820
-79,-108,1217,36190,-163730,53270
71,-270,763,16030,-179900,45640
-29,-201,948,16030,-179900,31500
-29,-201,948,53060,-137410,31500
-47,-248,859,49770,-163730,24220
7,-361,461,64050,-187880,17360
-22,-240,353,82320,-173670,-1190
-105,-139,196,82320,-173670,-1190
-105,-139,196,70630,-161140,-6930
41,-100,176,77490,-173670,-12040
-170,-116,-287,101220,-188440,-21280
-100,190,-514,57120,-139930,-23100
-100,190,-503,19950,-69090,6160
-103,140,-503,19950,-69090,6160
-139,43,-383,-10640,-31990,16870
-96,54,-481,-3780,-21770,15330
-69,52,-465,-3640,1540,13580
16,34,-418,-3640,1540,16100
16,34,-418,-2590,23030,16100
85,-23,-342,-6230,44660,20230
