23/04/2021 20:18:44.313,25112,TILEBOX @322157,63476,8E00E9001A24,0.0142,0.0233,0.9242,0.3809328
23/04/2021 20:18:44.313,25113,TILEBOX @322157,63476,8E00E9001A24,0.0142,0.0233,0.9242,0.3809328
23/04/2021 20:18:44.313,25113,TILEBOX @322157,63476,8F00EA001A24,0.0143,0.0234,0.9242,0.380923
23/04/2021 20:18:44.373,25160,TILEBOX @322157,63483,8F00E9001A24,0.0143,0.0233,0.9242,0.3809291
23/04/2021 20:18:44.373,25160,TILEBOX @322157,63483,8F00E9001A24,0.0143,0.0233,0.9242,0.3809291
23/04/2021 20:18:44.373,25161,TILEBOX @322157,63483,8F00EA001A24,0.0143,0.0234,0.9242,0.380923
23/04/2021 20:18:44.433,25220,TILEBOX @322157,63491,8F00E9001A24,0.0143,0.0233,0.9242,0.3809291
23/04/2021 20:18:44.433,25221,TILEBOX @322157,63491,8F00E9001A24,0.0143,0.0233,0.9242,0.3809291
23/04/2021 20:18:44.433,25221,TILEBOX @322157,63491,8F00E9001A24,0.0143,0.0233,0.9242,0.3809291
23/04/2021 20:18:44.493,25280,TILEBOX @322157,63498,8F00EA001B24,0.0143,0.0234,0.9243,0.3806802
23/04/2021 20:18:44.493,25280,TILEBOX @322157,63498,8F00EA001A24,0.0143,0.0234,0.9242,0.380923
23/04/2021 20:18:44.493,25281,TILEBOX @322157,63498,8F00E9001A24,0.0143,0.0233,0.9242,0.3809291
23/04/2021 20:18:44.553,25340,TILEBOX @322157,63506,8F00EA001B24,0.0143,0.0234,0.9243,0.3806802
23/04/2021 20:18:44.553,25340,TILEBOX @322157,63506,8F00EA001A24,0.0143,0.0234,0.9242,0.380923
23/04/2021 20:18:44.553,25340,TILEBOX @322157,63506,8F00EA001B24,0.0143,0.0234,0.9243,0.3806802
23/04/2021 20:18:44.613,25400,TILEBOX @322157,63513,9000EB001B24,0.0144,0.0235,0.9243,0.3806703
